-2.000000000000000000e+00 1.110164778725495401e-03 -2.220326818225031029e-03 -3.330483379308192462e-03 4.440631722730532978e-03 5.550769109329916316e-03
-1.997997997997998043e+00 2.220326818229757283e-03 -4.440631722720747403e-03 -6.660892800008057918e-03 8.881088136924231158e-03 1.110119582107470942e-02
-1.995995995995996086e+00 3.330483379298311477e-03 -6.660892799974118920e-03 -9.991154305133637462e-03 1.332119394096514288e-02 1.665093775876995766e-02
-1.993993993993993907e+00 4.440631722730199911e-03 -8.881088136904661742e-03 -1.332119394100366588e-02 1.776077384707880000e-02 2.219965258819132231e-02
-1.991991991991991950e+00 5.550769109344742130e-03 -1.110119582108073759e-02 -1.665093775886384089e-02 2.219965258825229090e-02 2.774699803847135646e-02
-1.989989989989989994e+00 6.660892799988293346e-03 -1.332119394093579136e-02 -1.998031181652895963e-02 2.663765492515349220e-02 3.329263192321232911e-02
-1.987987987987988037e+00 7.771000055541002483e-03 -1.554106058598462951e-02 -2.330924218002491249e-02 3.107460565304922401e-02 3.883621216159399009e-02
-1.985985985985986080e+00 8.881088136923565024e-03 -1.776077384703966464e-02 -2.663765492523054168e-02 3.551032960872201744e-02 4.437739679947461796e-02
-1.983983983983983901e+00 9.991154305103991037e-03 -1.998031181642714871e-02 -2.996547613951918571e-02 3.994465167738527750e-02 4.991584403048446306e-02
-1.981981981981981944e+00 1.110119582110436105e-02 -2.219965258820338558e-02 -3.329263192340006089e-02 4.437739679959652045e-02 5.545121221710986453e-02
-1.979979979979979987e+00 1.221120994600758021e-02 -2.441877425837093649e-02 -3.661904839215934793e-02 4.880838997816838720e-02 6.098315991176719159e-02
-1.977977977977978030e+00 1.332119394096413501e-02 -2.663765492509482385e-02 -3.994465167750083090e-02 5.323745628507727673e-02 6.651134587786482200e-02
-1.975975975975976073e+00 1.443114506719886218e-02 -2.885627268891865008e-02 -4.326936792918632119e-02 5.766442086836914144e-02 7.203542911085228373e-02
-1.973973973973973894e+00 1.554106058601768987e-02 -3.107460565298079264e-02 -4.659312331667560952e-02 6.208910895906244454e-02 7.755506885925503302e-02
-1.971971971971971938e+00 1.665093775881441515e-02 -3.329263192323045351e-02 -4.991584403076599480e-02 6.651134587804759246e-02 8.306992464569352974e-02
-1.969969969969969981e+00 1.776077384707743997e-02 -3.551032960864381610e-02 -5.323745628523129242e-02 7.093095704298316151e-02 8.857965628788558310e-02
-1.967967967967968024e+00 1.887056611239654527e-02 -3.772767682144003570e-02 -5.655788631846041248e-02 7.534776797518791258e-02 9.408392391963037171e-02
-1.965965965965966067e+00 1.998031181646963209e-02 -3.994465167729729926e-02 -5.987706039509537587e-02 7.976160430652903810e-02 9.958238801177292376e-02
-1.963963963963963888e+00 2.109000822110950607e-02 -4.216123229556881929e-02 -6.319490480766866425e-02 8.417229178630589170e-02 1.050747093931480303e-01
-1.961961961961961931e+00 2.219965258825057700e-02 -4.437739679949875837e-02 -6.651134587824000799e-02 8.857965628812905501e-02 1.105605492715016763e-01
-1.959959959959959974e+00 2.330924217995569703e-02 -4.659312331643816057e-02 -6.982630996003261203e-02 9.298352381679463041e-02 1.160395692543895602e-01
-1.957957957957958017e+00 2.441877425842283594e-02 -4.880838997806084822e-02 -7.313972343906846585e-02 9.738372051515321870e-02 1.215114313700506599e-01
-1.955955955955956060e+00 2.552824608599189513e-02 -5.102317492057917292e-02 -7.645151273580319540e-02 1.017800726709734982e-01 1.269757980882548765e-01
-1.953953953953953881e+00 2.663765492515142094e-02 -5.323745628495993309e-02 -7.976160430675988122e-02 1.061724067238001140e-01 1.324323323411236708e-01
-1.951951951951951925e+00 2.774699803854538752e-02 -5.545121221713998627e-02 -8.306992464616227978e-02 1.105605492718055860e-01 1.378806975439215710e-01
-1.949949949949949968e+00 2.885627268897995173e-02 -5.766442086824202090e-02 -8.637640028756717048e-02 1.149443270786358190e-01 1.433205576158189387e-01
-1.947947947947948011e+00 2.996547613943015970e-02 -5.987706039479015474e-02 -8.968095780549567575e-02 1.193235670802491322e-01 1.487515770006223870e-01
-1.945945945945946054e+00 3.107460565304678152e-02 -6.208910895892554016e-02 -9.298352381706390113e-02 1.236980963917488491e-01 1.541734206874739999e-01
-1.943943943943943875e+00 3.218365849316298655e-02 -6.430054472862187231e-02 -9.628402498361245121e-02 1.280677423142080329e-01 1.595857542315159694e-01
-1.941941941941941918e+00 3.329263192330114696e-02 -6.651134587790093200e-02 -9.958238801233509907e-02 1.324323323414878240e-01 1.649882437745208430e-01
-1.939939939939939961e+00 3.440152320717955459e-02 -6.872149058704787872e-02 -1.028785396579063177e-01 1.367916941670472009e-01 1.703805560654857443e-01
-1.937937937937938004e+00 3.551032960871921412e-02 -7.093095704282671721e-02 -1.061724067241077291e-01 1.411456556907457194e-01 1.757623584811884021e-01
-1.935935935935936048e+00 3.661904839205053219e-02 -7.313972343869552806e-02 -1.094639160654537063e-01 1.454940450256376749e-01 1.811333190467052379e-01
-1.933933933933933869e+00 3.772767682152013829e-02 -7.534776797502169832e-02 -1.127529945888155888e-01 1.498366905047577302e-01 1.864931064558892904e-01
-1.931931931931931912e+00 3.883621216169758777e-02 -7.755506885929706884e-02 -1.160395692550448277e-01 1.541734206878981328e-01 1.918413900918060910e-01
-1.929929929929929955e+00 3.994465167738212030e-02 -7.976160430635305387e-02 -1.193235670805949389e-01 1.585040643683770512e-01 1.971778400471284332e-01
-1.927927927927927998e+00 4.105299263360941836e-02 -8.196735253857559411e-02 -1.226049151391422481e-01 1.628284505797970017e-01 2.025021271444860660e-01
-1.925925925925926041e+00 4.216123229565833797e-02 -8.417229178612013751e-02 -1.258835405632053595e-01 1.671464086027951157e-01 2.078139229567710355e-01
-1.923923923923923862e+00 4.326936792905770879e-02 -8.637640028712649520e-02 -1.291593705457631247e-01 1.714577679717820824e-01 2.131128998273972286e-01
-1.921921921921921905e+00 4.437739679959299549e-02 -8.857965628793357249e-02 -1.324323323418717113e-01 1.757623584816721818e-01 2.183987308905106783e-01
-1.919919919919919948e+00 4.548531617331310478e-02 -9.078203804329415538e-02 -1.357023532702796853e-01 1.800600101946028264e-01 2.236710900911528244e-01
-1.917917917917917991e+00 4.659312331653712308e-02 -9.298352381658940569e-02 -1.389693607150423726e-01 1.843505534466430562e-01 2.289296522053732574e-01
-1.915915915915916035e+00 4.770081549586103337e-02 -9.518409188004356425e-02 -1.422332821271341530e-01 1.886338188544919858e-01 2.341740928602907557e-01
-1.913913913913913856e+00 4.880838997816450142e-02 -9.738372051493826564e-02 -1.454940450260595597e-01 1.929096373221654004e-01 2.394040885541020847e-01
-1.911911911911911899e+00 4.991584403061761349e-02 -9.958238801182683897e-02 -1.487515770014629368e-01 1.971778400476714987e-01 2.446193166760374793e-01
-1.909909909909909942e+00 5.102317492068755844e-02 -1.017800726707488029e-01 -1.520058057147363195e-01 2.014382585296750350e-01 2.498194555262603644e-01
-1.907907907907907985e+00 5.213037991614544869e-02 -1.039767528014437920e-01 -1.552566589006259545e-01 2.056907245741493029e-01 2.550041843357117588e-01
-1.905905905905905806e+00 5.323745628507302319e-02 -1.061724067235657321e-01 -1.585040643688367945e-01 2.099350703010163799e-01 2.601731832858962812e-01
-1.903903903903903849e+00 5.434440129586940588e-02 -1.083670127668968086e-01 -1.617479500056358821e-01 2.141711281507743814e-01 2.653261335286106748e-01
-1.901901901901901892e+00 5.545121221725780175e-02 -1.105605492715614618e-01 -1.649882437754535969e-01 2.183987308911126690e-01 2.704627172056112139e-01
-1.899899899899899935e+00 5.655788631829229696e-02 -1.127529945882398549e-01 -1.682248737224834034e-01 2.226177116235140141e-01 2.755826174682213803e-01
-1.897897897897897979e+00 5.766442086836455483e-02 -1.149443270783819110e-01 -1.714577679722796844e-01 2.268279037898429940e-01 2.806855184968760630e-01
