0.000000000000000000e+00 1.131983628628575137e-06 -2.002445552681984077e-06 2.934113990179859957e-06 -3.788258833529543258e-06 4.605565655644653093e-06 -5.223332261858727571e-06 5.168393464160829050e-06
1.001001001001000992e-02 2.270669966483928795e-06 -4.016457288758886956e-06 5.884788858899703146e-06 -7.597479627116860475e-06 9.236189980558095870e-06 -1.047467976191963173e-05 1.036419683519056322e-05
2.002002002002001985e-02 3.422703871965609542e-06 -6.053495667196895556e-06 8.868426171334750641e-06 -1.144841397425502005e-05 1.391667123706257609e-05 -1.578175804695294075e-05 1.561452018016238225e-05
3.003003003003002977e-02 4.594710655378490354e-06 -8.124979836303945326e-06 1.190135822575164737e-05 -1.536171475512472314e-05 1.867167844001117578e-05 -2.117212743921515253e-05 2.094631342711071080e-05
4.004004004004003969e-02 5.793333139609508088e-06 -1.024234986741192897e-05 1.499993493191494882e-05 -1.935804373157325699e-05 2.352587761772385397e-05 -2.667333198351092322e-05 2.638650063278629251e-05
5.005005005005004615e-02 7.025267703718600459e-06 -1.241712717937185138e-05 1.818060803071230194e-05 -2.345817570586276700e-05 2.850405389604103538e-05 -3.231303366106327640e-05 3.196210957205148154e-05
6.006006006006005954e-02 8.297299519190093469e-06 -1.466097349887173339e-05 2.146001312771569564e-05 -2.768309981954744290e-05 3.363123007314367300e-05 -3.811914259705379259e-05 3.770039734549790960e-05
7.007007007007007293e-02 9.616337174947302280e-06 -1.698574867828830422e-05 2.485504998039240207e-05 -3.205411852747858489e-05 3.893278230378599325e-05 -4.411994393434560675e-05 4.362897264903716144e-05
8.008008008008007939e-02 1.098944687501983674e-05 -1.940356767182873043e-05 2.838296144887937340e-05 -3.659294474447852155e-05 4.443455346710380773e-05 -5.034422199647404416e-05 4.977591530110176093e-05
9.009009009009008584e-02 1.242388638183432259e-05 -2.192685695188270181e-05 3.206141149332934363e-05 -4.132179762828766420e-05 5.016296475175332354e-05 -5.682138231799711576e-05 5.616989357923275403e-05
1.001001001001000923e-01 1.392713886835129928e-05 -2.456841063058253497e-05 3.590856257654028691e-05 -4.626349743162649588e-05 5.614512595540001208e-05 -6.358157207930252249e-05 6.284027987779747997e-05
1.101101101101101126e-01 1.550694683358215355e-05 -2.734144653637413520e-05 3.994315280863765802e-05 -5.144155982830982615e-05 6.240894496214472321e-05 -7.065579944556334461e-05 6.981726516199118608e-05
1.201201201201201191e-01 1.717134622828809349e-05 -3.025966248176432092e-05 4.418457315075368719e-05 -5.688029009301717807e-05 6.898323683101168391e-05 -7.807605227535971632e-05 7.713197265977630686e-05
1.301301301301301394e-01 1.892870093079559551e-05 -3.333729294617619022e-05 4.865294497672813511e-05 -6.260487749129663756e-05 7.589783290082310831e-05 -8.587541663319873931e-05 8.481657120268317092e-05
1.401401401401401459e-01 2.078773770677495576e-05 -3.658916638687230259e-05 5.336919827564354040e-05 -6.864149021541994262e-05 8.318369029136735387e-05 -9.408819551146911328e-05 9.290438859814013374e-05
1.501501501501501523e-01 2.275758178144339326e-05 -4.003076338106712791e-05 5.835515076332658640e-05 -7.501737118259593437e-05 9.087300215747771027e-05 -1.027500281409756376e-04 1.014300253899516662e-04
1.601601601601601588e-01 2.484779314790085019e-05 -4.367827579352676011e-05 6.363358815763345549e-05 -8.176093499458420098e-05 9.899930903124245509e-05 -1.118980102448607103e-04 1.104294693394557234e-04
