0.000000000000000000e+00 3.000000000000000000e+01
1.001001001001000992e-02 2.978564922215409894e+01
2.002002002002001985e-02 2.957186964017221698e+01
3.003003003003002977e-02 2.935866368506112778e+01
4.004004004004003969e-02 2.914603378782759080e+01
5.005005005005004615e-02 2.893398237947837970e+01
6.006006006006005954e-02 2.872251189102025748e+01
7.007007007007007293e-02 2.851162475345999070e+01
8.008008008008007939e-02 2.830132339780434592e+01
9.009009009009008584e-02 2.809161025506009679e+01
1.001001001001000923e-01 2.788248775623399567e+01
1.101101101101101126e-01 2.767395833233281977e+01
1.201201201201201191e-01 2.746602441436333208e+01
1.301301301301301394e-01 2.725868843333230274e+01
1.401401401401401459e-01 2.705195282024649117e+01
1.501501501501501523e-01 2.684582000611267460e+01
1.601601601601601588e-01 2.664029242193761249e+01
1.701701701701701652e-01 2.643537249872807138e+01
1.801801801801801717e-01 2.623106266749081783e+01
1.901901901901901781e-01 2.602736535923262196e+01
2.002002002002001846e-01 2.582428300496025031e+01
2.102102102102102188e-01 2.562181803568046590e+01
2.202202202202202252e-01 2.541997288240003527e+01
2.302302302302302317e-01 2.521874997612572855e+01
2.402402402402402382e-01 2.501815174786431584e+01
2.502502502502502724e-01 2.481818062862255303e+01
2.602602602602602788e-01 2.461883904940721024e+01
2.702702702702702853e-01 2.442012944122506468e+01
2.802802802802802917e-01 2.422205423508286870e+01
2.902902902902902982e-01 2.402461586198739241e+01
3.003003003003003046e-01 2.382781675294541301e+01
3.103103103103103111e-01 2.363165933896368287e+01
3.203203203203203175e-01 2.343614605104897919e+01
3.303303303303303240e-01 2.324127932020806142e+01
3.403403403403403304e-01 2.304706157744769612e+01
3.503503503503503369e-01 2.285349525377466051e+01
3.603603603603603434e-01 2.266058278019570693e+01
3.703703703703703498e-01 2.246832658771761260e+01
3.803803803803803563e-01 2.227672910734713696e+01
3.903903903903903627e-01 2.208579277009105724e+01
4.004004004004003692e-01 2.189552000695612222e+01
4.104104104104104311e-01 2.170591324894911622e+01
4.204204204204204376e-01 2.151697492707679515e+01
4.304304304304304440e-01 2.132870747234593622e+01
4.404404404404404505e-01 2.114111331576329178e+01
4.504504504504504570e-01 2.095419488833563904e+01
4.604604604604604634e-01 2.076795462106974455e+01
4.704704704704704699e-01 2.058239494497236421e+01
4.804804804804804763e-01 2.039751829105027880e+01
4.904904904904904828e-01 2.021332709031024422e+01
5.005005005005005447e-01 2.002982377375903411e+01
5.105105105105105512e-01 1.984701077240341505e+01
5.205205205205205576e-01 1.966489051725014292e+01
5.305305305305305641e-01 1.948346543930599850e+01
5.405405405405405705e-01 1.930273796957774479e+01
5.505505505505505770e-01 1.912271053907213769e+01
5.605605605605605835e-01 1.894338557879595797e+01
5.705705705705705899e-01 1.876476551975596863e+01
5.805805805805805964e-01 1.858685279295893267e+01
5.905905905905906028e-01 1.840964982941161310e+01
