-2.000000000000000000e+00 1.610251835801830977e-06 -2.316021375883597824e-05 -1.312914957560670825e-03
-1.997997997997998043e+00 3.220725445890568120e-06 -4.632214179565099393e-05 -2.625826327935693299e-03
-1.995995995995996086e+00 4.831642635097304824e-06 -6.948749851531192396e-05 -3.938730523949220477e-03
-1.993993993993993907e+00 6.443225269345717837e-06 -9.265799857647064822e-05 -5.251623958445008657e-03
-1.991991991991991950e+00 8.055695306208872743e-06 -1.158353570184801054e-04 -6.564503044296215312e-03
-1.989989989989989994e+00 9.669274825478658695e-06 -1.390212893883383753e-04 -7.877364194415203968e-03
-1.987987987987988037e+00 1.128418605975204819e-05 -1.622175118676706001e-04 -9.190203821763337153e-03
-1.985985985985986080e+00 1.290065142503841324e-05 -1.854257413997573362e-04 -1.050301833936078885e-02
-1.983983983983983901e+00 1.451889355139208226e-05 -2.086476958166202066e-04 -1.181580416029633790e-02
-1.981981981981981944e+00 1.613913531357440425e-05 -2.318850939661723065e-04 -1.312855769773716222e-02
-1.979979979979979987e+00 1.776159986174949767e-05 -2.551396558394444770e-04 -1.444127536493865216e-02
-1.977977977977978030e+00 1.938651065221792284e-05 -2.784131026978960101e-04 -1.575395357525420648e-02
-1.975975975975976073e+00 2.101409147819252625e-05 -3.017071572008193816e-04 -1.706658874214502658e-02
-1.973973973973973894e+00 2.264456650062072102e-05 -3.250235435328483087e-04 -1.837917727918990732e-02
-1.971971971971971938e+00 2.427816027905733008e-05 -3.483639875315788347e-04 -1.969171560009506938e-02
-1.969969969969969981e+00 2.591509780259241541e-05 -3.717302168153132280e-04 -2.100420011870391540e-02
-1.967967967967968024e+00 2.755560452083821995e-05 -3.951239609109343095e-04 -2.231662724900686234e-02
-1.965965965965966067e+00 2.919990637497954890e-05 -4.185469513819230040e-04 -2.362899340515110108e-02
-1.963963963963963888e+00 3.084822982889182563e-05 -4.420009219565246435e-04 -2.494129500145045308e-02
-1.961961961961961931e+00 3.250080190033119611e-05 -4.654876086560774131e-04 -2.625352845239511262e-02
-1.959959959959959974e+00 3.415785019220085958e-05 -4.890087499235087941e-04 -2.756569017266146532e-02
-1.957957957957958017e+00 3.581960292389799275e-05 -5.125660867520123645e-04 -2.887777657712187890e-02
-1.955955955955956060e+00 3.748628896274565846e-05 -5.361613628139130869e-04 -3.018978408085448706e-02
-1.953953953953953881e+00 3.915813785551382897e-05 -5.597963245897306277e-04 -3.150170909915303574e-02
-1.951951951951951925e+00 4.083537986003409114e-05 -5.834727214974511121e-04 -3.281354804753660453e-02
-1.949949949949949968e+00 4.251824597691220757e-05 -6.071923060220149083e-04 -3.412529734175946683e-02
-1.947947947947948011e+00 4.420696798134304687e-05 -6.309568338450348033e-04 -3.543695339782080428e-02
-1.945945945945946054e+00 4.590177845503213828e-05 -6.547680639747450061e-04 -3.674851263197461554e-02
-1.943943943943943875e+00 4.760291081822836393e-05 -6.786277588762033115e-04 -3.805997146073936827e-02
-1.941941941941941918e+00 4.931059936187204398e-05 -7.025376846017430650e-04 -3.937132630090792174e-02
-1.939939939939939961e+00 5.102507927986303627e-05 -7.264996109216946595e-04 -4.068257356955721354e-02
-1.937937937937938004e+00 5.274658670145318030e-05 -7.505153114553799257e-04 -4.199370968405809201e-02
-1.935935935935936048e+00 5.447535872376747676e-05 -7.745865638023928610e-04 -4.330473106208514861e-02
-1.933933933933933869e+00 5.621163344445870519e-05 -7.987151496741748272e-04 -4.461563412162640463e-02
-1.931931931931931912e+00 5.795564999449973531e-05 -8.229028550258919153e-04 -4.592641528099319220e-02
-1.929929929929929955e+00 5.970764857111818057e-05 -8.471514701886305237e-04 -4.723707095882988954e-02
-1.927927927927927998e+00 6.146787047087794078e-05 -8.714627900019127765e-04 -4.854759757412371174e-02
-1.925925925925926041e+00 6.323655812291210606e-05 -8.958386139465476100e-04 -4.985799154621452928e-02
-1.923923923923923862e+00 6.501395512231189792e-05 -9.202807462778258771e-04 -5.116824929480458251e-02
-1.921921921921921905e+00 6.680030626367606541e-05 -9.447909961590677088e-04 -5.247836723996836261e-02
-1.919919919919919948e+00 6.859585757482570341e-05 -9.693711777955334088e-04 -5.378834180216226363e-02
-1.917917917917917991e+00 7.040085635068870122e-05 -9.940231105687077472e-04 -5.509816940223449117e-02
-1.915915915915916035e+00 7.221555118735885597e-05 -1.018748619170967845e-03 -5.640784646143476994e-02
-1.913913913913913856e+00 7.404019201633406930e-05 -1.043549533740643432e-03 -5.771736940142414146e-02
-1.911911911911911899e+00 7.587503013893860074e-05 -1.068427689997479557e-03 -5.902673464428472710e-02
-1.909909909909909942e+00 7.772031826093386397e-05 -1.093384929378514447e-03 -6.033593861252949803e-02
-1.907907907907907985e+00 7.957631052732268534e-05 -1.118423099174379546e-03 -6.164497772911210760e-02
-1.905905905905905806e+00 8.144326255735183590e-05 -1.143544052666031069e-03 -6.295384841743659199e-02
-1.903903903903903849e+00 8.332143147971758027e-05 -1.168749649261929119e-03 -6.426254710136716786e-02
-1.901901901901901892e+00 8.521107596797901286e-05 -1.194041754635665007e-03 -6.557107020523803009e-02
-1.899899899899899935e+00 8.711245627618434493e-05 -1.219422240864057169e-03 -6.687941415386305932e-02
-1.897897897897897979e+00 8.902583427471473683e-05 -1.244892986565718489e-03 -6.818757537254566126e-02
-1.895895895895895800e+00 9.095147348635074409e-05 -1.270455877040107835e-03 -6.949555028708852278e-02
-1.893893893893893843e+00 9.288963912256647300e-05 -1.296112804407076628e-03 -7.080333532380331252e-02
-1.891891891891891886e+00 9.484059812005609432e-05 -1.321865667746920667e-03 -7.211092690952049244e-02
-1.889889889889889929e+00 9.680461917749817670e-05 -1.347716373240946501e-03 -7.341832147159912947e-02
-1.887887887887887972e+00 9.878197279256262394e-05 -1.373666834312562996e-03 -7.472551543793652662e-02
-1.885885885885885793e+00 1.007729312991652168e-04 -1.399718971768911099e-03 -7.603250523697811791e-02
-1.883883883883883836e+00 1.027777689049754248e-04 -1.425874713943037220e-03 -7.733928729772714117e-02
-1.881881881881881879e+00 1.047967617291818644e-04 -1.452135996836624544e-03 -7.864585804975446348e-02
-1.879879879879879923e+00 1.068301878405212598e-04 -1.478504764263294420e-03 -7.995221392320822629e-02
-1.877877877877877966e+00 1.088783272955760005e-04 -1.504982967992481938e-03 -8.125835134882372635e-02
-1.875875875875875787e+00 1.109414621773451086e-04 -1.531572567893903919e-03 -8.256426675793308856e-02
-1.873873873873873830e+00 1.130198766340948066e-04 -1.558275532082624296e-03 -8.386995658247506369e-02
-1.871871871871871873e+00 1.151138569184929856e-04 -1.585093837064730556e-03 -8.517541725500467342e-02
-1.869869869869869916e+00 1.172236914270339398e-04 -1.612029467883631427e-03 -8.648064520870314686e-02
-1.867867867867867959e+00 1.193496707397581402e-04 -1.639084418266986438e-03 -8.778563687738746846e-02
-1.865865865865865780e+00 1.214920876602728072e-04 -1.666260690774277759e-03 -8.909038869552024509e-02
-1.863863863863863823e+00 1.236512372560787012e-04 -1.693560296945034738e-03 -9.039489709821940666e-02
-1.861861861861861867e+00 1.258274168992087720e-04 -1.720985257447728029e-03 -9.169915852126796219e-02
-1.859859859859859910e+00 1.280209263071840442e-04 -1.748537602229332470e-03 -9.300316940112367259e-02
-1.857857857857857953e+00 1.302320675842928265e-04 -1.776219370665582100e-03 -9.430692617492893171e-02
-1.855855855855855774e+00 1.324611452631983387e-04 -1.804032611711920819e-03 -9.561042528052030032e-02
-1.853853853853853817e+00 1.347084663468809101e-04 -1.831979384055160576e-03 -9.691366315643844265e-02
-1.851851851851851860e+00 1.369743403509204275e-04 -1.860061756265865346e-03 -9.821663624193770203e-02
-1.849849849849849903e+00 1.392590793461248610e-04 -1.888281806951459330e-03 -9.951934097699589865e-02
-1.847847847847847724e+00 1.415629980015107757e-04 -1.916641624910083710e-03 -1.008217738023240995e-01
-1.845845845845845767e+00 1.438864136276412503e-04 -1.945143309285206693e-03 -1.021239311593762217e-01
-1.843843843843843811e+00 1.462296462203283053e-04 -1.973788969720996402e-03 -1.034258094903588859e-01
-1.841841841841841854e+00 1.485930185047046369e-04 -2.002580726518473318e-03 -1.047274052382410198e-01
-1.839839839839839897e+00 1.509768559796712982e-04 -2.031520710792453308e-03 -1.060287148467636831e-01
-1.837837837837837718e+00 1.533814869627276429e-04 -2.060611064629285817e-03 -1.073297347604496715e-01
-1.835835835835835761e+00 1.558072426351893866e-04 -2.089853941245408894e-03 -1.086304614246133560e-01
-1.833833833833833804e+00 1.582544570878008838e-04 -2.119251505146726913e-03 -1.099308912853703135e-01
-1.831831831831831847e+00 1.607234673667483696e-04 -2.148805932288823557e-03 -1.112310207896471115e-01
-1.829829829829829890e+00 1.632146135200801301e-04 -2.178519410238020492e-03 -1.125308463851907997e-01
-1.827827827827827711e+00 1.657282386445400521e-04 -2.208394138333298617e-03 -1.138303645205789305e-01
-1.825825825825825754e+00 1.682646889328211649e-04 -2.238432327849089291e-03 -1.151295716452290369e-01
-1.823823823823823798e+00 1.708243137212455721e-04 -2.268636202158948525e-03 -1.164284642094084443e-01
-1.821821821821821841e+00 1.734074655378773061e-04 -2.299007996900126298e-03 -1.177270386642438604e-01
-1.819819819819819884e+00 1.760145001510746621e-04 -2.329549960139046163e-03 -1.190252914617312974e-01
-1.817817817817817705e+00 1.786457766184889814e-04 -2.360264352537703395e-03 -1.203232190547453978e-01
-1.815815815815815748e+00 1.813016573365164676e-04 -2.391153447520991213e-03 -1.216208178970494824e-01
-1.813813813813813791e+00 1.839825080902095960e-04 -2.422219531444980666e-03 -1.229180844433050285e-01
-1.811811811811811834e+00 1.866886981036556517e-04 -2.453464903766150278e-03 -1.242150151490814675e-01
-1.809809809809809877e+00 1.894206000908283056e-04 -2.484891877211588013e-03 -1.255116064708657608e-01
-1.807807807807807698e+00 1.921785903069204396e-04 -2.516502777950173787e-03 -1.268078548660722671e-01
-1.805805805805805742e+00 1.949630486001644575e-04 -2.548299945764762042e-03 -1.281037567930521648e-01
-1.803803803803803785e+00 1.977743584641472347e-04 -2.580285734225363538e-03 -1.293993087111033335e-01
-1.801801801801801828e+00 2.006129070906276506e-04 -2.612462510863358418e-03 -1.306945070804799713e-01
-1.799799799799799871e+00 2.034790854228627204e-04 -2.644832657346731473e-03 -1.319893483624021424e-01
-1.797797797797797692e+00 2.063732882094512159e-04 -2.677398569656358647e-03 -1.332838290190657415e-01
-1.795795795795795735e+00 2.092959140587008211e-04 -2.710162658263359087e-03 -1.345779455136517644e-01
-1.793793793793793778e+00 2.122473654935269800e-04 -2.743127348307506687e-03 -1.358716943103363828e-01
-1.791791791791791821e+00 2.152280490068911084e-04 -2.776295079776743176e-03 -1.371650718743002983e-01
-1.789789789789789864e+00 2.182383751177852701e-04 -2.809668307687771070e-03 -1.384580746717384570e-01
-1.787787787787787686e+00 2.212787584277715858e-04 -2.843249502267778967e-03 -1.397506991698698464e-01
-1.785785785785785729e+00 2.243496176780839630e-04 -2.877041149137279236e-03 -1.410429418369470167e-01
-1.783783783783783772e+00 2.274513758072996012e-04 -2.911045749494088879e-03 -1.423347991422658221e-01
-1.781781781781781815e+00 2.305844600095889737e-04 -2.945265820298464867e-03 -1.436262675561748858e-01
-1.779779779779779858e+00 2.337493017935517929e-04 -2.979703894459404326e-03 -1.449173435500854812e-01
