-2.000000000000000000e+01 1.811832790665020142e-45 2.025994846901714299e-44 -2.422777494038460259e-44 1.629153672938788822e-45 -3.208995968738376107e-45 5.769363246655166173e-46 6.208623687545960748e-48 -1.484253246772785997e-44 4.414830748313537979e-46 2.177998413184167286e-45 -7.489217596039532170e-46 -5.860871196608708486e-48 -2.790799237256816581e-46 -3.247071653868563845e-45 -5.661715687056438309e-44 -2.538098397343053641e-47
-1.997997997997997999e+01 3.475626962177714436e-45 4.027932366508121508e-44 -4.448194563148617362e-44 2.902682393357136479e-45 -5.641218032841250840e-45 1.085323213076588808e-45 1.243374161409201802e-47 -3.646998926295073230e-44 8.555246321295305893e-46 4.059092280493713653e-45 -1.401172194693755273e-45 -1.617037721632268025e-47 -5.238824993980974553e-46 -6.916526627804171187e-45 -1.115218581291998357e-43 -6.523654837301691319e-47
-1.995995995995995997e+01 4.889679755604470892e-45 5.903274027533876865e-44 -5.579896312953421318e-44 3.628476793818102420e-45 -6.663634394587859725e-45 1.486271832495086256e-45 1.825040266727763088e-47 -6.986020973439543325e-44 1.247305577397357633e-45 5.440751889384120629e-45 -1.893690839002051773e-45 -3.271906386764645526e-47 -7.443884721035163472e-46 -1.094914215280176207e-44 -1.633234287948846621e-43 -1.285160831727123570e-46
-1.993993993993993996e+01 6.057567729752819807e-45 7.635625157700779742e-44 -5.951868690153049291e-44 3.784015228704104197e-45 -6.032843094362610227e-45 1.765821159413992623e-45 2.285063185308497871e-47 -1.165479108397775817e-43 1.627693585598411030e-45 6.223671503394388242e-45 -2.203084609846263625e-45 -5.488614781920356948e-47 -9.834586352919118997e-46 -1.482958377251092950e-44 -2.100809688936874034e-43 -2.159714487105904999e-46
-1.991991991991991995e+01 7.013243780264385887e-45 9.324520434505487558e-44 -6.046258836032590288e-44 3.510916209291683708e-45 -3.970356296465937257e-45 1.919824743467340276e-45 2.591666499253664881e-47 -1.710252473408703168e-43 1.967052455042650694e-45 6.361166090405658379e-45 -2.319588908233049170e-45 -8.247625960531547229e-47 -1.276872124546480049e-45 -1.794656065158038869e-44 -2.503122252712306211e-43 -3.234975653544509579e-46
-1.989989989989989994e+01 7.751852371663106645e-45 1.100148822906241277e-43 -6.508831815489859580e-44 2.977907117097549416e-45 -1.024958015945227905e-45 1.969418420241523811e-45 2.775777519605476419e-47 -2.305605037308344562e-43 2.227228600336614441e-45 5.857863594151900167e-45 -2.238455710120988796e-45 -1.137645024845121923e-46 -1.642097476159529348e-45 -1.994662624609174402e-44 -2.834004756717086230e-43 -4.428280161524627206e-46
-1.987987987987987992e+01 8.240795249090054008e-45 1.242436209851251330e-43 -7.868781535394636597e-44 2.241176743564004835e-45 2.279325628192971469e-45 1.964556350634635923e-45 2.887114763143014069e-47 -2.928970903622041709e-43 2.397934866958913500e-45 4.764858235237668598e-45 -1.970491889168476406e-45 -1.446646965508541180e-46 -2.046618418711124081e-45 -2.076090328874862828e-44 -3.085771332532788173e-43 -5.670261873205138371e-46
-1.985985985985985991e+01 8.471680304110370035e-45 1.326093832341003555e-43 -1.052610801540410775e-43 1.333175435687749687e-45 5.621851464715392064e-45 1.968587389637798325e-45 2.918740572552397309e-47 -3.549932442152280078e-43 2.470403659366126424e-45 3.191227895853623843e-45 -1.500560752933270747e-45 -1.713688463224420005e-46 -2.445873921001884587e-45 -2.051236884494133486e-44 -3.249446524117469005e-43 -6.832699013400235921e-46
-1.983983983983983990e+01 8.425855996412387654e-45 1.327894789233032461e-43 -1.461787584200772255e-43 2.680723177001445204e-46 8.570597728098474550e-45 2.023314279414917989e-45 2.835957955515910959e-47 -4.139410031375530951e-43 2.448502275500402691e-45 1.329574733849343617e-45 -8.496957627356707290e-46 -1.919545408473061224e-46 -2.775990450693852929e-45 -1.955096663659809013e-44 -3.323906483532598313e-43 -7.775279076366357302e-46
-1.981981981981981988e+01 8.103350118813447620e-45 1.247364127610175779e-43 -2.040143814843232046e-43 -1.036591451447642679e-45 1.086208613427535562e-44 2.148210340933966594e-45 2.616477281235310543e-47 -4.658955174654827648e-43 2.334327241273081991e-45 -5.519837024028818679e-46 -8.308456865473797806e-47 -2.056579563786807634e-46 -2.994173048516229103e-45 -1.818627010079874423e-44 -3.313454352988605965e-43 -8.450666869708950931e-46
-1.979979979979979987e+01 7.504753629449564385e-45 1.103890553989276989e-43 -2.839483139436907102e-43 -2.591020977043916924e-45 1.243762094587597251e-44 2.335841652868760338e-45 2.223650405599724179e-47 -5.102341483508748277e-43 2.169074608556563472e-45 -2.183423296508489470e-45 6.867482058512089984e-46 -2.118061461319604976e-46 -3.048883064590543066e-45 -1.679825454605772681e-44 -3.214480741483112529e-43 -8.900949407986830674e-46
-1.977977977977977986e+01 6.594693889654227648e-45 9.202854135563404380e-44 -3.824284728294593693e-43 -4.364687309782435788e-45 1.343030945910017453e-44 2.565789879919420759e-45 1.650871295021818505e-47 -5.450000277690113737e-43 2.007321635320070384e-45 -3.392272951604756638e-45 1.349805145928696330e-45 -2.092268566563552613e-46 -2.906990714334496566e-45 -1.563864439207969314e-44 -3.029364131972481989e-43 -9.213981532510262346e-46
-1.975975975975975985e+01 5.268415321890399941e-45 7.043555073367816619e-44 -4.850346145226652830e-43 -6.307309702981566925e-45 1.379939001782579751e-44 2.811755463803937843e-45 9.158888127980408743e-48 -5.703209422168026822e-43 1.875075920128290628e-45 -4.111907369153925500e-45 1.806623966111327228e-45 -1.968456518583381226e-46 -2.577955769315810675e-45 -1.488715363450569721e-44 -2.781876066820373836e-43 -9.417313636060949371e-46
-1.973973973973973983e+01 3.510746297141181411e-45 4.507062299174107731e-44 -5.743586873438785430e-43 -8.235201949427162095e-45 1.364342407104480616e-44 3.033305193482456037e-45 5.864686882724633887e-49 -5.920846115713787726e-43 1.800696569230952627e-45 -4.376709332483311251e-45 2.011255384745936362e-45 -1.744926456367630976e-46 -2.103322565277184644e-45 -1.434863223629589031e-44 -2.523066902318359679e-43 -9.520922709781994933e-46
-1.971971971971971982e+01 1.439397341048310563e-45 1.566324340270956973e-44 -6.367689554216375456e-43 -9.932885244248668316e-45 1.320981861475238397e-44 3.175488303891694040e-45 -8.741778318004716401e-48 -6.182045379503282333e-43 1.823960162637814837e-45 -4.279166832149296854e-45 1.960724750638891686e-45 -1.430618858091154456e-46 -1.547864564475585426e-45 -1.351292291395819388e-44 -2.321274328557421074e-43 -9.546441902929306017e-46
