-3.767345847581593077e+00 5.925368199699700078e+00
3.767345847581580198e+00 5.925368199699074800e+00
-5.584421322251804752e-05 6.318487620326582288e+00
5.584421323640856793e-05 6.318487622879319865e+00
1.300887284148157860e-06 5.712832987761999881e+00
-1.300887211117645033e-06 5.712834262404505203e+00
-1.103870730327917038e-08 5.182983545109524748e+00
1.103857724082418028e-08 5.183153575828344906e+00
3.952489709720913001e-10 4.730988948527758531e+00
-3.952170947463864660e-10 4.738771819681031339e+00
-4.795944801140963140e-11 4.283086050597871619e+00
4.815971292148295713e-11 4.416094128213519099e+00
-2.562285762690674782e-12 3.711203758510781103e+00
2.652974249474219469e-12 4.326001181798877049e+00
-3.589156124503025870e-14 4.035874244123901278e+00
4.081388989394783573e-14 4.453795185955602420e+00
